	language	split	speaker id	native language	raised in	dialect	sex	age	occupation	cold or allergy	smoker	supervisor	record date	topic article	tapelabel	record place	environment noise	record conditions	comments
DEU050	DEU	train	050 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU030	DEU	train	030 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU055	DEU	train	055 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU020	DEU	train	020 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU002	DEU	train	002 	German 	 	 	male 	 	office worker	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU051	DEU	train	051 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU029	DEU	train	029 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU024	DEU	train	024 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU070	DEU	train	070 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU031	DEU	train	031 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU073	DEU	train	073 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU053	DEU	train	053 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU075	DEU	train	075 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU042	DEU	train	042 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU063	DEU	train	063 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU005	DEU	train	005 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU026	DEU	train	026 	German 	 	 	female 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU008	DEU	train	008 	German 	 	 	female 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU009	DEU	train	009 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU006	DEU	train	006 	German 	 	 	male 	 	office worker	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU016	DEU	train	016 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU007	DEU	train	007 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU033	DEU	train	033 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU039	DEU	train	039 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU003	DEU	train	003 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU035	DEU	train	035 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU072	DEU	train	072 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU076	DEU	train	076 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU046	DEU	train	046 	German 	 	 	female 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU043	DEU	train	043 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU018	DEU	train	018 	German 	 	 	female 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU060	DEU	train	060 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU032	DEU	train	032 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU045	DEU	train	045 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
POL080	POL	train	080	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL069	POL	train	069	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL054	POL	train	054	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL018	POL	train	018	Polish	Poland	NaN	male	25	NaN	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL019	POL	train	019	Polish	Poland	NaN	male	23	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL100	POL	train	100	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL052	POL	train	052	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL041	POL	dev	041	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL057	POL	train	057	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL029	POL	train	029	Polish	Poland	NaN	NaN	NaN	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL059	POL	train	059	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL020	POL	train	020	Polish	Poland	NaN	male	25	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL047	POL	train	047	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL095	POL	train	095	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL038	POL	train	038	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL070	POL	train	070	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL044	POL	eval	044	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL051	POL	train	051	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL016	POL	train	016	Polish	Poland	NaN	female	23	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL053	POL	train	053	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL009	POL	eval	009	Polish	Poland	NaN	female	50	NaN	NaN	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL003	POL	train	003	Polish	Poland	NaN	male	40	NaN	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL039	POL	train	039	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL043	POL	eval	043	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL022	POL	train	022	Polish	Poland	NaN	female	43	NaN	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL045	POL	train	045	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL074	POL	train	074	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL037	POL	train	037	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL065	POL	train	065	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL026	POL	train	026	Polish	Poland	NaN	female	42	office assistant	ok	smoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL088	POL	train	088	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL084	POL	train	084	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL014	POL	train	014	Polish	Poland	NaN	female	51	NaN	NaN	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL058	POL	train	058	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL093	POL	train	093	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL091	POL	train	091	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL079	POL	train	079	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL040	POL	dev	040	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL013	POL	train	013	Polish	Poland	NaN	male	25	NaN	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL030	POL	dev	030	Polish	Poland	NaN	NaN	NaN	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL035	POL	train	035	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL023	POL	eval	023	Polish	Poland	NaN	female	24	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL055	POL	train	055	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL031	POL	eval	031	Polish	Poland	NaN	NaN	NaN	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL092	POL	train	092	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL015	POL	train	015	Polish	Poland	NaN	male	49	NaN	NaN	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL078	POL	train	078	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL034	POL	train	034	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL004	POL	eval	004	Polish	Poland	NaN	female	44	NaN	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL071	POL	train	071	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL085	POL	train	085	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL046	POL	dev	046	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL024	POL	train	024	Polish	Poland	NaN	female	36	NaN	ok	smoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL081	POL	train	081	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL036	POL	train	036	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL010	POL	train	010	Polish	Poland	NaN	female	40	NaN	NaN	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL089	POL	train	089	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL028	POL	train	028	Polish	Poland	NaN	NaN	NaN	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL090	POL	dev	090	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL073	POL	train	073	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL086	POL	train	086	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL076	POL	train	076	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL012	POL	dev	012	Polish	Poland	NaN	male	22	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL033	POL	eval	033	Polish	Poland	NaN	NaN	NaN	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL002	POL	train	002	Polish	Poland	NaN	male	21	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL094	POL	train	094	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL042	POL	train	042	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL099	POL	train	099	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL050	POL	eval	050	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL062	POL	train	062	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL077	POL	train	077	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL068	POL	train	068	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL060	POL	train	060	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL072	POL	train	072	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL061	POL	train	061	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL056	POL	train	056	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL096	POL	train	096	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL005	POL	dev	005	Polish	Poland	NaN	female	23	NaN	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL006	POL	train	006	Polish	Poland	NaN	male	40	NaN	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL017	POL	train	017	Polish	Poland	NaN	female	23	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL007	POL	train	007	Polish	Poland	NaN	male	42	NaN	ok	smoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL082	POL	train	082	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL075	POL	train	075	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL049	POL	train	049	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL098	POL	eval	098	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL087	POL	train	087	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL097	POL	dev	097	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL083	POL	train	083	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL025	POL	train	025	Polish	Poland	NaN	female	35	NaN	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL008	POL	train	008	Polish	Poland	NaN	male	53	NaN	NaN	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL027	POL	train	027	Polish	Poland	NaN	NaN	NaN	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL011	POL	dev	011	Polish	Poland	NaN	female	21	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL021	POL	train	021	Polish	Poland	NaN	male	44	NaN	ok	smoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL066	POL	train	066	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL048	POL	train	048	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL067	POL	train	067	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL001	POL	eval	001	Polish	Poland	NaN	female	22	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL032	POL	train	032	Polish	Poland	NaN	NaN	NaN	student	ok	nonsmoking	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL063	POL	dev	063	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POL064	POL	train	064	Polish	Poland	NaN	NaN	NaN	NaN	NaN	NaN	Patrycja H	NaN	NaN	notape	NaN	NaN	NaN	NaN
POR115	POR	train	115 	Portuguese 	Sao Paulo 	Paulista 	female 	44 	salesperson	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 26, 1997		PO21 	private small 	middle 	Sitzt am Tisch  	 
POR312	POR	train	312 	Portuguese 	Parana 	Sulista 	female 	56 	professor	well 	nonsmoking 	Caleb EVERETT 	June 15, 1996		C 	private small 	middle 	Testperson sitzt an einem Tisch. 	Einige Voegel und Huehner im Hintergrund. 
POR015	POR	train	015 	Portuguese 	Rondonia 	 	female 	24 	student	well 	nonsmoking 	Caleb EVERETT 	June 19, 1996		D 	private small 	quiet 	Testperson sitzt an einem Tisch, niemand in der Umgebung. 	Artikel 3b wurde unterbrochen und anschliessend erneut gelesen. 
POR005	POR	train	005 	Portuguese 	Rio de Janeiro 	Carioca 	female 	31 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 13, 1996		B 	private small 	quiet 	Testperson sitzt auf dem Boden. 	Der erste Artikel hat Hintergrudgeraeusche (Wind). 
POR138	POR	train	138 	Portuguese 	Sao Paulo 	Paulista 	male 	22 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO24 	office big 	middle 	Sitzt am Tisch 	 
POR122	POR	train	122 	Portuguese 	Buenos Aires 	 	female 	23 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 30, 1997		PO22` 	office big 	middle 	Sitzt am Tisch 	 
POR127	POR	train	127 	Portuguese 	Sao Paulo 	Paulista 	male 	24 	bank employee	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 31, 1997		PO23 	private big 	middle 	Sitzt am Boden 	 
POR056	POR	train	056 	Portuguese 	Santa Catarina 	Sulista 	female 	36 	homemaker	well 	nonsmoking 	Caleb EVERETT 	August 16, 1996		P 	private big 	middle 	Testperson sitzt auf einer Kouch, mehrere Kindern in der Umgebung. 	 
POR044	POR	train	044 	Portuguese 	Rondonia 	 	female 	22 	student	well 	nonsmoking 	Caleb EVERETT 	August 04, 1996		M 	private big 	middle 	Testperson sitzt auf dem Boden, zwei weitere sind im Zimmer. 	"Testperson gibt einen Kommentar zu beginn von Artikel 2y.
 "
POR008	POR	train	008 	Portuguese 	Minas Gerais 	Sulista 	male 	33 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 13, 1996		B und C 	private small 	middle 	Testperson sitzt an einem Tisch gegenueber dem Tester. 	Keine Pausen zwischen den Saetzen des ersten Textes. Sprecher hat vor dem vorlesen des Textes 3b etwas gesprochen. Artikel 7b wurde nicht beendet. Artikel 2f wurde unterbrochen. 
POR150	POR	train	150 	Portuguese 	Sao Paulo 	Paulista 	male 	24 	student	well 	smoking 	Caleb EVERETT + Raul FALLER 	November 29, 1997		PO26 	private big 	quiet 	Sitzt am Tisch 	 
POR134	POR	train	134 	Portuguese 	Sao Paulo 	Paulista 	female 	22 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO24 	office big 	middle 	Sitzt am Tisch 	 
POR113	POR	train	113 	Portuguese 	Sao Paulo 	Paulista 	male 	27 	technician	sick 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 26, 1997		PO21 	private small 	middle 	Sitzt am Tisch 	 
POR103	POR	train	103 	Portuguese 	Sao Paulo 	Paulista 	male 	28 	insurance agent	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 20, 1997		PO20 	private big 	quiet 	Sitzt am Tisch 	 
POR143	POR	train	143 	Portuguese 	Sao Paulo 	Paulista 	female 	14 	student	sick 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 15, 1997		PO25 	private big 	middle 	Sitzt am Tisch 	 
POR117	POR	train	117 	Portuguese 	Piracicaba 	Paulista 	male 	22 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 30, 1997		PO22 	office big 	middle 	Sitzt am Tisch 	 
POR034	POR	train	034 	Portuguese 	Minas Gerais 	Mineiro 	female 	33 	homemaker	well 	nonsmoking 	Caleb EVERETT 	July 24, 1996		K 	private small 	loud 	Testperson sitzt an einem Tisch. Ein Kind im Hintergrund. 	Die meisten Artikel sind nutzlos, da viel Geraeusch im Hintergrund. 
POR141	POR	train	141 	Portuguese 	Sao Paulo 	Paulista 	male 	20 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 04, 1997		PO25 	office big 	middle 	Sitzt am Tisch 	 
POR007	POR	train	007 	Portuguese 	Rio Grande do Sul 	Gaucho 	male 	30 	student	well 	nonsmoking 	Caleb EVERETT 	June 13, 1996		B 	private small 	quiet 	Testperson sitzt auf einem Kissen auf dem Fussboden, niemand in der Umgebung 	Sprecher hat keine Pausen zwischen den Saetzten des ersten Textes gemacht. 
POR068	POR	train	068 	Portuguese 	Fortaleza 	Nordestino 	male 	28 	student	well 	nonsmoking 	Caleb EVERETT 	August 20, 1996		R 	private small 	quiet 	Testperson sitzt an einem Tisch, niemand in der Umgebung. 	Testperson hat einen Sprachfehler. 
POR120	POR	train	120 	Portuguese 	Sao Paulo 	Paulista 	male 	22 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 30, 1997		PO22 	office big 	middle 	Sitzt am Tisch 	 
POR148	POR	train	148 	Portuguese 	Sao Paulo 	Paulista 	male 	31 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	January 28, 1997		PO25 	private big 	quiet 	Sitzt am Tisch 	 
POR031	POR	train	031 	Portuguese 	Rio de Janeiro 	Carioca 	female 	30 	missionary	well 	nonsmoking 	Caleb EVERETT 	July 23, 1996		J 	private big 	quiet 	Testperson sitzt an einem Tisch. 	Artikel 4b wird frueher beendet. 
POR024	POR	train	024 	Portuguese 	Rio Grande do Sul 	Gaucho 	male 	24 	student	well 	nonsmoking 	Caleb EVERETT 	July 15, 1996		G 	private small 	quiet 	Testperson sitzt an einem Tisch. 	 
POR107	POR	train	107 	Portuguese 	Sao Paulo 	Paulista 	male 	62 	lawyer	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 21, 1997		PO20 	private small 	quiet 	Sitzt am Tisch 	 
POR036	POR	train	036 	Portuguese 	Sao Paulo 	Paulista 	male 	19 	student	well 	nonsmoking 	Caleb EVERETT 	July 24, 1996		K 	no audience 	quiet 	Testperson sitzt auf einer Kauch. 	Record level sehr hoch bei Artikel 1e. 
POR119	POR	train	119 	Portuguese 	Sao Paulo 	Paulista 	female 	22 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 30, 1997		PO22 	office big 	middle 	Sitzt am Tisch 	 
POR146	POR	train	146 	Portuguese 	Israel 	 	male 	25 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	November 18, 1997		PO25 	office big 	middle 	Sitzt am Tisch 	 
POR025	POR	train	025 	Portuguese 	Acre 	 	male 	21 	missionary	well 	nonsmoking 	Caleb EVERETT 	June 18, 1996		H 	private small 	quiet 	Testperson sitzt auf dem Fussboden, niemand in der naehe. 	Waehrend der Aufnahme war das Mikrophon nicht richtig positioniert. Testperson hat einmal gelacht. 
POR121	POR	train	121 	Portuguese 	Campinas 	Paulista 	male 	24 	student	well 	nonsmoking 	Caleb EVERETT + Raul FALLER 	October 30, 1997		PO22 	office big 	middle 	Sitzt am Tisch 	 
